,Date,Unix,Ticker,Price,stock_p_change,SP500,sp500_p_change,Difference,DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Enterprise Value,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,Gross Profit,EBITDA,Net Income Avi to Common,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Operating Cash Flow,Levered Free Cash Flow,Beta,Held by Insiders,Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior ,Status
128,N/A,N/A,hsy,N/A,N/A,N/A,N/A,N/A,194.98,30.20,4.97,15.98,16.47,22.83,13.10,59.37,43.40,44070000000.0,49120000000.0,27.10,4.53,5.48,21.91,8970000000.0,4050000000.0,2360000000.0,1480000000.0,7.11,15.20,6.40,329270000.0,1.6,5380000000.0,0.90,13.38,2080000000.0,1170000000.0,0.39,0.22,77.46,1980000.0,1.79,1.53,1890000.0,N/A
129,N/A,N/A,ibm,N/A,N/A,N/A,N/A,N/A,290.27,25.32,2.08,6.28,10.01,10.06,2.51,23.73,64.01,118650000000.0,166540000000.0,12.92,1.26,2.90,13.42,57350000000.0,31490000000.0,12190000000.0,4710000000.0,6.35,72.10,69.20,7250000000.0,8.06,55140000000.0,0.88,21.05,12800000000.0,4740000000.0,1.10,0.10,57.09,23120000.0,4.7,2.57,27790000.0,N/A
130,N/A,N/A,iff,N/A,N/A,N/A,N/A,N/A,57.48,121.96,2.80,1.62,2.32,10.92,2.99,2.02,47.97,34180000000.0,45650000000.0,23.20,4.67,3.92,25.37,11660000000.0,4110000000.0000005,2430000000.0,268000000.0,1.10,34.30,138.70,711000000.0,2.79,12200000000.0,1.92,82.81,1440000000.0,769000000.0,1.05,0.09,95.72,3480000.0,1.87,1.52,4660000.0,N/A
131,N/A,N/A,intc,N/A,N/A,N/A,N/A,N/A,40.51,10.75,2.70,2.23,25.14,27.94,8.59,22.52,19.47,212760000000.0,222450000000.0,15.24,3.05,2.81,6.52,79020000000.0,43810000000.0,33869999999.999996,19870000000.0,4.86,21.10,2.80,28410000000.0,6.98,38640000000.0,2.10,23.44,29990000000.0,1480000000.0,0.55,0.07,64.98,55880000.0,1.31,1.37,59520000.0,N/A
132,N/A,N/A,intu,N/A,N/A,N/A,N/A,N/A,46.41,61.36,11.89,8.80,19.03,23.31,8.13,17.76,41.35,137270000000.00002,143090000000.0,41.84,2.34,12.54,44.87,11410000000.0,3130000000.0,3130000000.0,2170000000.0,7.78,400.00,69.60,1410000000.0,7240000000.0,7240000000.0,1.18,55.11,3160000000.0,,1.13,2.80,86.19,2060000.0,0.96,0.75,2160000.0,N/A
133,N/A,N/A,ip,N/A,N/A,N/A,N/A,N/A,65.48,16.33,0.95,1.93,9.05,8.60,3.66,13.26,49.72,17570000000.0,23950000000.0,10.18,1.40,1.24,9.07,19360000000.0,5530000000.0,2810000000.0,1120000000.0,4.47,30.10,2.90,1540000000.0,4.09,5950000000.0,1.71,23.99,2029999999.9999998,2400000000.0,0.95,0.26,86.02,9370000.0,2.22,3.23,9260000.0,N/A
134,N/A,N/A,ipg,N/A,N/A,N/A,N/A,N/A,133.12,15.56,1.45,4.16,10.46,15.94,4.78,29.29,23.17,14650000000.0,16180000000.0,14.33,7.06,1.58,9.64,9110000000.0,2150000000.0,1740000000.0,952800000.0,2.39,218.70,11.60,3270000000.0,8.3,4800000000.0,1.03,8.94,2080000000.0,1690000000.0,1.01,0.46,102.54,14300000.0,3.49,4.75,14170000.0,N/A
135,N/A,N/A,ir,N/A,N/A,N/A,N/A,N/A,38.99,40.94,4.15,2.30,10.92,12.08,2.49,5.73,12.42,20710000000.0,22070000000.0,21.83,1.39,4.28,21.58,5150000000.0,1990000000.0,1040000000.0,520900000.0,1.34,93.30,16.40,2109999999.9999998,5.17,3540000000.0,2.80,22.07,615500000.0,868190000.0,1.50,0.24,99.46,5680000.0,1.75,1.92,4530000.0,N/A
136,N/A,N/A,isrg,N/A,N/A,N/A,N/A,N/A,0.73,64.81,19.35,9.11,29.85,31.89,9.21,15.92,16.03,108480000000.0,104250000000.0,59.88,18.55,18.26,48.91,5710000000.0,3960000000.0,2130000000.0,1700000000.0,4.66,4.20,16.70,4230000000.0000005,11.83,87000000.0,5.08,33.27,2089999999.9999998,1600000000.0,1.17,1.01,86.62,3420000.0,1.68,0.96,4340000.0,N/A
137,N/A,N/A,itw,N/A,N/A,N/A,N/A,N/A,217.35,25.68,4.78,18.81,18.64,24.21,13.81,79.14,45.87,68170000000.0,74530000000.0,23.81,1.57,5.16,18.92,14460000000.0,5970000000.0,3910000000.0,2690000000.0,8.51,5.10,5.90,1530000000.0,4.88,7880000000.0,1.84,11.59,2560000000.0,1790000000.0,1.13,0.34,81.61,5330000.0,4.51,1.71,4780000.0,N/A
138,N/A,N/A,jci,N/A,N/A,N/A,N/A,N/A,50.76,30.65,1.99,2.73,6.48,13.93,5.04,9.61,33.98,47140000000.0,53990000000.0,20.58,1.44,2.23,14.40,24190000000.0,8060000000.000001,4230000000.0000005,1570000000.0,2.19,15.50,9.80,1210000000.0,1.72,9380000000.0,1.04,24.54,2400000000.0,2760000000.0,1.17,0.18,96.60,4250000.0,0.96,0.61,5500000.0,N/A
139,N/A,N/A,jcp,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
140,N/A,N/A,jec,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
141,N/A,N/A,jnj,N/A,N/A,N/A,N/A,N/A,46.95,22.76,5.07,6.31,22.26,26.92,8.84,30.41,35.63,467390000000.0,469530000000.0,16.95,2.92,5.01,15.47,93780000000.0,64019999999.99999,32640000000.0,20880000000.0,7.81,172.50,10.40,31610000000.0,12.02,34750000000.0,1.35,28.16,23410000000.0,18820000000.0,0.71,0.09,70.29,15560000.0,1.88,0.59,15360000.0,N/A
142,N/A,N/A,jnpr,N/A,N/A,N/A,N/A,N/A,43.52,49.59,2.64,2.82,5.34,9.28,3.01,5.70,14.60,12160000000.0,12750000000.0,19.01,1.59,2.69,21.31,4740000000.0,2740000000.0,676700000.0,252700000.0,0.76,331.50,6.30,1250000000.0,3.88,1880000000.0,1.58,13.42,689700000.0,476310000.0,0.88,1.34,95.80,13140000.0,3.77,5.61,13130000.0,N/A
143,N/A,N/A,jwn,N/A,N/A,N/A,N/A,N/A,800.52,25.75,0.31,7.77,1.20,3.33,3.34,40.18,93.01,4520000000.0,8840000000.0,11.19,2.05,0.60,6.89,14790000000.0,5450000000.0,1110000000.0,178000000.0,1.10,506.10,23.10,322000000.0,2.02,4650000000.0,0.96,3.64,705000000.0,394120000.0,2.35,29.41,58.65,28840000.0,2.72,22.67,24610000.0,N/A
144,N/A,N/A,k,N/A,N/A,N/A,N/A,N/A,183.80,14.75,1.55,5.83,10.49,14.26,6.99,38.08,41.55,21670000000.0,29120000000.0,15.53,2.55,2.05,10.96,14180000000.0,4600000000.0,2490000000.0,1490000000.0,4.33,111.20,1.30,300000000.0,0.88,7750000000.0,0.64,10.90,1700000000.0,1020000000.0,0.57,7.13,85.80,17570000.0,6.15,6.39,17060000.0,N/A
145,N/A,N/A,kim,N/A,N/A,N/A,N/A,N/A,75.29,15.85,9.50,1.58,61.86,33.09,1.88,10.75,2.69,15670000000.0,21730000000.0,46.95,43.48,15.93,16.16,1360000000.0,946670000.0,858540000.0,815600000.0,1.60,59.40,57.60,334660000.0,0.54,7620000000.0,2.45,16.05,618880000.0,626310000.0,1.48,2.11,95.43,17460000.0,2.35,3.46,18500000.0,N/A
146,N/A,N/A,klac,N/A,N/A,N/A,N/A,N/A,87.46,19.78,7.24,14.31,36.57,38.88,18.46,85.36,53.51,57920000000.0,58650000000.0,16.45,1.54,7.18,16.58,8170000000.0,4150000000.0000005,3510000000.0,2990000000.0,19.41,56.90,42.50,2810000000.0,18.65,3540000000.0,2.41,26.84,2790000000.0,1880000000.0,1.26,0.16,90.51,1480000.0,0.97,1.12,2260000.0,N/A
147,N/A,N/A,kmb,N/A,N/A,N/A,N/A,N/A,237.86,23.19,2.16,81.32,9.33,14.62,10.05,229.64,57.63,41800000000.0,50230000000.0,20.66,15.55,2.58,15.47,19440000000.0,6140000000.0,3590000000.0,1810000000.0,5.35,33.80,2.70,270000000.0,0.8,9120000000.0,0.82,1.53,2730000000.0,1320000000.0,0.52,0.16,76.01,8740000.0,4.61,2.60,8600000.0,N/A
148,N/A,N/A,kmi,N/A,N/A,N/A,N/A,N/A,105.43,24.22,2.58,1.39,10.74,27.33,3.99,5.74,7.33,42830000000.0,74790000000.0,16.58,4.96,4.50,11.20,16610000000.0,7750000000.0,6630000000.0,1770000000.0,0.78,4.90,42.10,1250000000.0,0.55,33650000000.0,0.66,13.59,5710000000.0,1250000000.0,0.92,12.52,60.05,32530000.0,1.63,1.67,32790000.0,N/A
149,N/A,N/A,kmx,N/A,N/A,N/A,N/A,N/A,366.51,14.30,0.59,3.28,3.92,5.30,4.36,26.01,188.21,16790000000.0,35300000000.0,14.12,0.70,1.20,16.38,30630000000.0,2940000000.0,1880000000.0,1200000000.0,7.26,14.50,61.80,62600000.0,0.39,18730000000.0,2.89,31.57,2280000000.0,771840000.0,1.49,0.31,97.87,10980000.0,7.73,7.62,9450000.0,N/A
150,N/A,N/A,ko,N/A,N/A,N/A,N/A,N/A,177.98,27.63,6.98,11.72,25.28,29.29,7.79,42.49,8.96,269459999999.99997,299600000000.0,25.19,2.75,7.75,19.36,38660000000.0,23300000000.0,12770000000.0,9770000000.0,2.25,65.80,9.90,12630000000.0,2.91,44250000000.0,1.13,5.32,12630000000.0,8300000000.000001,0.66,0.67,70.43,25130000.0,1.2,0.58,31950000.0,N/A
151,N/A,N/A,kss,N/A,N/A,N/A,N/A,N/A,145.57,9.82,0.47,1.71,4.83,8.65,6.91,19.03,133.10,7980000000.0,13180000000.0,8.68,5.75,0.68,5.69,19430000000.0,2520000000.0,2520000000.0,938000000.0,6.32,12.80,5.80,1590000000.0,12.34,6780000000.0,1.53,35.58,2270000000.0,1570000000.0,1.94,1.25,103.22,14760000.0,4.85,11.61,14390000.0,N/A
152,N/A,N/A,ksu,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
153,N/A,N/A,lh,N/A,N/A,N/A,N/A,N/A,61.61,11.35,1.67,2.52,14.75,21.64,10.78,24.09,166.71,25850000000.0,30720000000.0,14.37,2.07,1.91,7.52,16120000000.000002,5620000000.0,4050000000.0,2380000000.0,24.39,41.10,9.70,1480000000.0,15.88,6340000000.0,1.91,110.35,3110000000.0,2440000000.0,1.06,0.65,93.04,1520000.0,1.51,1.83,1480000.0,N/A
154,N/A,N/A,lly,N/A,N/A,N/A,N/A,N/A,192.38,47.12,9.28,30.59,19.71,28.88,10.71,74.52,31.22,274649999999.99997,287620000000.0,33.90,1.84,10.16,35.76,28320000000.0,21350000000.0,9730000000.0,5580000000.0,6.12,18.50,7.50,3910000000.0,4.34,17610000000.0,1.23,9.94,7260000000.0,5140000000.0,0.41,0.16,84.15,6590000.0,2.26,0.83,5360000.0,N/A
155,N/A,N/A,lm,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
156,N/A,N/A,lmt,N/A,N/A,N/A,N/A,N/A,119.56,19.21,1.81,10.63,9.42,11.67,9.62,74.31,242.56,116520000000.0,124590000000.0,17.18,4.29,1.86,13.14,67040000000.00001,9100000000.0,9010000000.0,6310000000.0,22.76,14.30,4.10,3600000000.0,13.23,13100000000.0,1.42,40.44,9220000000.0,4840000000.0,0.79,0.06,76.21,5150000.0,1.58,2.27,2910000.0,N/A
157,N/A,N/A,lrcx,N/A,N/A,N/A,N/A,N/A,77.12,17.75,4.93,12.26,27.78,31.60,20.36,76.64,116.43,79370000000.0,79030000000.0,14.62,1.07,4.78,13.91,16520000000.0,6810000000.0,5540000000.0,4590000000.0,32.08,37.50,22.30,5330000000.0,38.2,4990000000.0,3.13,46.17,4500000000.0,2980000000.0,1.26,0.22,85.37,1770000.0,1.3,1.27,1850000.0,N/A
158,N/A,N/A,m,N/A,N/A,N/A,N/A,N/A,188.51,5.85,0.33,2.15,5.65,9.23,8.27,46.32,82.44,7780000000.0,12890000000.0,6.41,0.91,0.51,4.34,25290000000.0,10340000000.0,2970000000.0,1430000000.0,4.55,364.40,26.90,1710000000.0,5.86,6830000000.0,1.25,12.39,2710000000.0,1520000000.0,1.96,0.25,86.85,29250000.0,1.76,13.62,30180000.0,N/A
159,N/A,N/A,ma,N/A,N/A,N/A,N/A,N/A,197.96,41.96,19.31,49.13,46.00,54.37,18.01,124.73,19.11,359270000000.0,365280000000.0,35.59,1.68,19.34,31.86,18880000000.0,18880000000.0,10990000000.0,8690000000.0,8.76,33.30,26.60,7890000000.0,8.08,14670000000.0,1.29,7.46,9460000000.0,8460000000.000001,1.09,10.86,77.72,5310000.0,1.16,0.62,5950000.0,N/A
160,N/A,N/A,mat,N/A,N/A,N/A,N/A,N/A,186.66,9.27,1.54,5.27,16.55,13.71,7.84,82.88,15.59,8260000000.0,10390000000.0,16.23,1.23,1.90,11.43,5460000000.0,2630000000.0,932700000.0,902990000.0,2.53,75.00,10.40,731360000.0,2.08,2930000000.0,1.80,4.47,485460000.0,243050000.0,1.47,0.56,99.70,24780000.0,7.56,9.78,22740000.0,N/A
161,N/A,N/A,mchp,N/A,N/A,N/A,N/A,N/A,136.19,46.79,7.00,7.64,14.95,25.15,6.21,17.36,11.74,44360000000.0,51940000000.0,15.27,1.05,8.06,20.06,6440000000.0,3380000000.0,2760000000.0,963600000.0,1.70,874.60,30.00,315500000.0,0.57,7900000000.0,1.81,10.44,2540000000.0,2040000000.0,1.56,2.00,90.96,10980000.0,1.89,2.26,10850000.0,N/A
162,N/A,N/A,mco,N/A,N/A,N/A,N/A,N/A,274.21,28.83,10.26,23.09,35.61,45.98,13.19,94.64,33.36,62960000000.0,69030000000.0,27.62,2.76,11.10,21.48,6220000000.0,4580000000.0,3120000000.0,2210000000.0,11.78,36.00,19.30,1900000000.0,10.27,274.21,1.61,14.69,1930000000.0,1930000000.0,1.21,0.28,93.83,3170000.0,2.83,1.97,2720000.0,N/A
163,N/A,N/A,mdlz,N/A,N/A,N/A,N/A,N/A,71.19,20.74,3.10,3.10,14.97,17.39,4.63,15.41,20.47,87550000000.0,103970000000.0,20.70,3.30,3.62,17.78,28720000000.0,11250000000.0,6110000000.0,4300000000.0,3.04,13.20,4.90,3570000000.0,2.57,20160000000.0,0.74,20.31,4139999999.9999995,2740000000.0,0.72,0.14,79.81,14230000.0,1.64,1.03,13900000.0,N/A
164,N/A,N/A,mdt,N/A,N/A,N/A,N/A,N/A,47.72,30.96,4.79,2.87,15.46,21.73,4.57,9.52,23.63,150760000000.0,164700000000.0,19.46,2.55,5.18,18.85,31790000000.0,19760000000.0,9610000000.0,4910000000.0,3.63,16.50,0.20,11220000000.0,8.36,25160000000.0,2.61,39.14,7030000000.0,4650000000.0,0.75,0.25,83.10,7380000.0,1.15,0.55,11480000.0,N/A
165,N/A,N/A,mmc,N/A,N/A,N/A,N/A,N/A,117.29,27.97,4.44,7.83,15.86,23.98,8.81,30.99,39.09,86200000000.0,97610000000.0,25.38,3.74,4.92,18.08,19820000000.0,8710000000.0,5500000000.0,3140000000.0,6.13,114.70,16.30,1750000000.0,3.48,13160000000.0,1.24,21.86,3520000000.0,3870000000.0,0.95,0.11,91.18,3640000.0,1.82,0.73,4550000.0,N/A
166,N/A,N/A,mmm,N/A,N/A,N/A,N/A,N/A,121.17,15.03,2.52,5.75,16.75,22.03,10.31,42.28,61.06,86560000000.0,100100000000.0,14.62,2.09,2.83,10.42,35360000000.0,16579999999.999998,9700000000.0,5920000000.0,10.12,4.70,0.30,4770000000.0,8.34,18320000000.0,1.71,26.31,7450000000.0,5040000000.0,0.97,0.13,68.80,10530000.0,2.44,1.85,10490000.0,N/A
167,N/A,N/A,mnst,N/A,N/A,N/A,N/A,N/A,0.34,32.13,7.98,6.66,24.86,32.53,16.09,23.49,10.48,43710000000.0,42810000000.0,28.99,3.35,7.73,23.17,5540000000.0,3110000000.0,1850000000.0,1380000000.0,2.57,31.90,19.10,3080000000.0,5.81,22380000.0,4.85,12.41,1160000000.0,877280000.0,1.15,28.73,65.09,3610000.0,1.02,0.96,4560000.0,N/A
168,N/A,N/A,mpc,N/A,N/A,N/A,N/A,N/A,80.12,41.16,0.44,1.77,8.08,3.12,2.75,8.00,189.99,46440000000.0,62500000000.0,18.08,15.65,0.52,8.39,120450000000.0,10440000000.0,7120000000.0,1290000000.0,15.26,171.60,96.70,10840000000.0,19.18,26900000000.0,1.70,45.26,4360000000.0,16420000000.000002,1.90,0.29,82.41,17320000.0,2.48,3.48,16880000.0,N/A
169,N/A,N/A,msft,N/A,N/A,N/A,N/A,N/A,50.22,33.59,12.92,14.78,38.50,42.52,15.25,49.05,24.58,33.59,33.59,29.07,2.16,12.46,24.27,184900000000.0,115860000000.0,90830000000.0,71180000000.0,9.39,21.40,20.10,125350000000.0,16.72,80350000000.0,2.25,21.33,83910000000.0,46480000000.0,0.91,0.06,71.90,36440000.0,1.04,0.49,35350000.0,N/A
170,N/A,N/A,myl,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
171,N/A,N/A,nbl,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
172,N/A,N/A,ndaq,N/A,N/A,N/A,N/A,N/A,97.63,25.72,5.19,4.66,20.17,27.57,5.33,18.49,35.48,29810000000.0,35430000000.0,23.58,3.01,6.02,18.38,5890000000.0,3420000000.0,1900000000.0,1190000000.0,7.05,15.10,0.30,439000000.0,2.67,6250000000.0,0.94,38.37,1080000000.0,991250000.0,0.91,18.65,78.28,2160000.0,2.24,1.88,3340000.0,N/A
173,N/A,N/A,nflx,N/A,N/A,N/A,N/A,N/A,114.31,34.86,6.01,10.98,17.23,20.86,9.23,38.02,67.01,173950000000.0,183320000000.0,35.34,1.82,6.17,9.63,29700000000.0,12370000000.0,6400000000.0,5120000000.0,11.24,12.00,16.00,6030000000.0,13.58,18120000000.0,0.95,35.70,392610000.0,15650000000.0,0.99,1.49,82.78,9670000.0,1.76,2.22,11520000.0,N/A
174,N/A,N/A,ni,N/A,N/A,N/A,N/A,N/A,137.12,24.75,2.68,2.36,11.94,21.43,2.84,8.98,12.45,12740000000.0,24010000000.0,21.64,2.87,4.90,13.43,4900000000.0,2069999999.9999998,1740000000.0,529799999.99999994,1.27,96.60,16.30,84200000.0,0.21,9970000000.0,0.70,13.32,1220000000.0,614690000.0,0.30,0.40,94.71,14160000.0,2.74,5.48,14620000.0,N/A
175,N/A,N/A,nsc,N/A,N/A,N/A,N/A,N/A,108.40,23.59,6.36,5.02,26.97,40.83,7.44,21.14,45.13,68489999999.99999,81910000000.0,20.53,2.38,7.35,14.36,11140000000.0,5730000000.0,5730000000.0,12.11,12.11,13.30,10.80,839000000.0,3.5,14790000000.0,0.86,56.80,4260000000.0,2470000000.0,1.38,0.14,76.35,2.34,2.34,1.67,3580000.0,N/A
176,N/A,N/A,ntap,N/A,N/A,N/A,N/A,N/A,334.69,19.89,3.26,22.24,16.34,19.41,8.26,148.82,27.80,19610000000.0,18360000000.0,15.27,0.99,2.97,11.87,6190000000.0,3810000000.0,1360000000.0,1010000000.0,4.42,38.50,9.80,4210000000.0,18.91,2950000000.0,1.55,3.95,1360000000.0,1090000000.0,1.22,0.25,94.25,6820000.0,3.24,4.80,10710000.0,N/A
177,N/A,N/A,ntri,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
178,N/A,N/A,nvda,N/A,N/A,N/A,N/A,N/A,44.46,74.43,26.99,27.03,36.23,37.31,17.20,44.83,10.78,719270000000.0,709740000000.0,51.28,3.79,26.37,62.53,26910000000.0,17480000000.0,11210000000.0,9750000000.0,3.85,106.10,52.80,21210000000.0,8.46,11830000000.0,6.65,10.62,9110000000.0,6470000000.0,1.41,4.06,66.13,24490000.0,0.49,1.02,26450000.0,N/A
179,N/A,N/A,nwsa,N/A,N/A,N/A,N/A,N/A,37.03,27.66,1.36,1.61,4.94,8.32,3.31,6.62,16.99,13530000000.0,14800000000.0,22.88,1.60,1.47,9.94,10050000000.0,4580000000.0,1270000000.0,496000000.0,0.83,1.70,12.60,2240000000.0,3.8,3460000000.0,1.42,14.19,1180000000.0,796000000.0,1.34,0.87,98.57,4280000.0,1.34,1.11,4860000.0,N/A
180,N/A,N/A,oke,N/A,N/A,N/A,N/A,N/A,231.12,21.27,1.93,5.28,9.07,15.55,6.88,24.88,37.05,31790000000.0,45370000000.0,17.64,2.06,2.74,13.59,16540000000.0,4280000000.0000005,3190000000.0,1500000000.0,3.35,23.20,110.90,146390000.0,0.33,13900000000.0,0.75,13.48,2550000000.0,1050000000.0,1.74,0.60,67.08,7370000.0,2.19,1.87,6470000.0,N/A
181,N/A,N/A,omc,N/A,N/A,N/A,N/A,N/A,170.09,13.29,1.31,5.49,9.85,14.78,4.71,38.14,66.68,17960000000.0,19290000000.0,13.68,4.74,1.35,8.03,14290000000.0,2700000000.0,2320000000.0,1410000000.0,6.53,4.50,2.60,5320000000.0,25.44,7010000000.0,0.98,15.64,1950000000.0,912080000.0,0.76,1.29,96.33,11810000.0,5.8,6.48,11990000.0,N/A
182,N/A,N/A,payx,N/A,N/A,N/A,N/A,N/A,28.63,37.65,11.10,15.33,29.53,38.81,11.48,42.57,12.02,47810000000.0,47690000000.0,35.09,3.20,11.01,24.91,4330000000.0,2790000000.0,1870000000.0,1280000000.0,3.52,21.90,12.70,1010000000.0,2.81,893100000.0,1.27,8.65,1380000000.0,1310000000.0,0.96,10.75,71.61,8930000.0,5.39,2.77,10050000.0,N/A
183,N/A,N/A,pcar,N/A,N/A,N/A,N/A,N/A,92.01,17.10,1.35,2.76,7.87,10.07,5.14,16.97,67.63,31620000000.0,37070000000.0,13.02,1.33,1.58,11.61,23520000000.0,3160000000.0,2670000000.0,1850000000.0,5.32,26.00,20.10,4810000000.0,13.85,10520000000.0,2.48,32.93,2190000000.0,678300000.0,0.94,1.74,64.89,3620000.0,1.89,1.19,2960000.0,N/A
184,N/A,N/A,pep,N/A,N/A,N/A,N/A,N/A,262.39,30.64,2.94,14.50,9.58,14.85,7.96,51.71,57.51,232650000000.0,267440000000.0,25.19,3.20,3.37,17.95,79470000000.0,42430000000.0,14370000000.0,7620000000.0,5.49,28.30,12.40,5990000000.0,4.33,42380000000.0,0.83,11.60,11620000000.0,5150000000.0,0.65,0.14,73.94,9320000.0,1.56,0.67,9280000.0,N/A
185,N/A,N/A,pfe,N/A,N/A,N/A,N/A,N/A,53.44,13.42,3.70,3.86,27.04,33.03,10.00,31.87,14.51,297860000000.0,303790000000.0,7.76,1.19,3.74,9.87,81290000000.0,50630000000.0,31950000000.0,22410000000.0,3.85,301.10,106.80,31070000000.0,5.53,41390000000.0,1.40,13.74,32580000000.0,30860000000.0,0.71,0.04,68.24,61180000.0,1.95,1.08,63260000.0,N/A
186,N/A,N/A,pg,N/A,N/A,N/A,N/A,N/A,79.42,27.42,5.09,8.52,18.52,23.46,9.51,31.09,32.17,372650000000.0,397610000000.0,24.33,4.53,5.08,18.99,78350000000.0,39140000000.0,21170000000.0,14230000000.0,5.65,9.60,6.10,11540000000.0,4.82,35650000000.0,0.67,18.26,17970000000.0,11720000000.0,0.45,0.11,66.07,13800000.0,1.66,0.58,12310000.0,N/A
187,N/A,N/A,ph,N/A,N/A,N/A,N/A,N/A,96.39,21.45,2.55,4.37,11.88,17.67,8.00,22.87,118.66,38260000000.0,46220000000.0,14.88,1.04,3.02,14.69,15290000000.0,3930000000.0,3290000000.0,1820000000.0,13.88,13.50,12.10,489990000.0,3.81,8449999999.999999,1.50,68.14,2230000000.0,676880000.0,1.67,0.36,83.15,1420000.0,1.74,1.11,4.12,N/A
188,N/A,N/A,pki,N/A,N/A,N/A,N/A,N/A,72.96,22.31,4.15,3.18,18.61,29.81,8.22,17.34,43.62,22740000000.0,27340000000.0,23.70,15.11,5.39,15.71,5070000000.0,2890000000.0,1870000000.0,943280000.0,8.08,50.00,0.70,618320000.0,4.9,5210000000.0,2.01,56.57,1410000000.0,1140000000.0,1.11,0.20,91.63,5960000.0,8.05,7.04,6680000.0,N/A
