,Date,Unix,Ticker,Price,stock_p_change,SP500,sp500_p_change,Difference,DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Enterprise Value,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,Gross Profit,EBITDA,Net Income Avi to Common,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Operating Cash Flow,Levered Free Cash Flow,Beta,Held by Insiders,Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior ,Status
189,N/A,N/A,pld,N/A,N/A,N/A,N/A,N/A,48.12,41.80,26.46,3.65,56.93,39.15,2.21,8.50,6.98,121910000000.0,139580000000.0,69.44,6.76,29.33,27.10,5160000000.0,3920000000.0,3600000000.0,2930000000.0,3.94,343.00,21.60,556120000.0,0.75,18160000000.0,1.35,45.10,2990000000.0,2990000000.0,0.87,0.35,96.90,8970000.0,3.32,1.58,10300000.0,N/A
190,N/A,N/A,pnr,N/A,N/A,N/A,N/A,N/A,40.56,17.12,2.53,3.88,14.69,17.11,9.00,24.56,22.71,9390000000.0,10270000000.0,15.06,1.38,2.73,14.33,3760000000.0,1320000000.0,721800000.0,556000000.0,3.30,44.40,24.20,94500000.0,0.57,982300000.0,1.24,14.67,613200000.0,401180000.0,1.12,0.47,93.08,4980000.0,3.75,3.38,4430000.0,N/A
191,N/A,N/A,ppg,N/A,N/A,N/A,N/A,N/A,116.46,22.92,1.94,5.11,8.56,10.53,5.41,23.57,70.71,32090000000.000004,38480000000.0,18.55,2.08,2.29,15.41,16800000000.0,6560000000.0,2330000000.0,1420000000.0,6.01,5.10,11.50,1080000000.0,4.57,7470000000.0,1.42,26.65,1560000000.0,943630000.0,1.23,0.40,80.84,2290000.0,1.07,0.97,2100000.0,N/A
192,N/A,N/A,ppl,N/A,N/A,N/A,N/A,N/A,82.77,26.60,3.76,1.52,25.59,25.63,2.28,0.13,7.58,20910000000.0,28550000000.0,19.80,2.83,4.94,11.15,5780000000.0,2750000000.0,2600000000.0,18000000.0,1.94,53.80,8.30,3570000000.0,4.86,11360000000.0,2.15,18.67,2270000000.0,7500000000.0,0.79,0.13,67.49,11840000.0,1.34,1.83,15590000.0,N/A
193,N/A,N/A,psa,N/A,N/A,N/A,N/A,N/A,79.33,40.17,20.38,13.28,55.83,50.41,7.55,21.42,20.01,69520000000.0,80360000000.0,39.53,3.01,23.53,29.08,3500000000.0,2580000000.0,2480000000.0,1730000000.0,9.87,76.40,22.70,734600000.0,4.19,7480000000.0,0.77,29.89,2540000000.0,1730000000.0,0.26,13.64,80.21,1970000.0,2.58,1.44,2180000.0,N/A
194,N/A,N/A,pwr,N/A,N/A,N/A,N/A,N/A,78.22,40.26,1.51,3.75,3.74,4.87,3.72,10.40,92.17,19190000000.0,22960000000.0,21.23,1.61,1.77,20.63,12980000000.0,1950000000.0,1050000000.0,485960000.0,3.34,38.40,34.70,229100000.0,1.61,78.22,1.50,35.84,582390000.0,419310000.0,1.14,1.31,92.84,3720000.0,2.31,2.93,3560000.0,N/A
195,N/A,N/A,pxd,N/A,N/A,N/A,N/A,N/A,34.31,29.43,3.49,2.70,11.85,23.57,9.40,12.31,76.69,61550000000.0,64810000000.0,9.64,18.20,3.63,12.01,17870000000.0,9390000000.0,6720000000.0,2109999999.9999998,8.61,674.40,176.30,4040000000.0,16.63,7830000000.0,1.52,94.07,6060000000.0,2930000000.0,1.61,0.57,89.13,5770000.0,1.74,2.39,5870000.0,N/A
196,N/A,N/A,qcom,N/A,N/A,N/A,N/A,N/A,138.98,18.45,5.12,16.02,27.71,30.88,17.32,106.74,31.93,181530000000.0,185970000000.0,13.89,0.88,5.16,13.56,36040000000.0,19300000000.0,12750000000.0,9990000000.0,8.73,38.50,30.00,11310000000.0,10.03,15750000000.0,1.65,10.07,9420000000.0,8090000000.0,1.26,0.15,74.73,17240000.0,1.69,1.53,17300000.0,N/A
197,N/A,N/A,qep,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
198,N/A,N/A,rdc,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
199,N/A,N/A,rht,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
200,N/A,N/A,rl,N/A,N/A,N/A,N/A,N/A,126.29,18.39,1.53,3.21,8.38,13.58,6.23,18.53,81.15,8730000000.0,9180000000.0,13.28,0.29,1.53,9.41,5980000000.0,2890000000.0,1040000000.0,501600000.0,6.72,81.70,26.70,2990000000.0,20.99,3440000000.0,1.88,38.24,868000000.0,839540000.0,1.46,1.18,104.37,1710000.0,1.19,3.74,2470000.0,N/A
201,N/A,N/A,rok,N/A,N/A,N/A,N/A,N/A,159.31,33.24,4.58,13.22,13.81,16.38,7.89,42.42,62.85,33100000000.0,37030000000.0,26.67,3.13,5.08,26.19,7290000000.0,2900000000.0,1390000000.0,8.57,8.57,59.30,18.70,540600000.0,4.65,4470000000.0,1.08,21.56,902500000.0,696550000.0,1.43,0.15,81.71,2230000.0,2.82,1.92,2890000.0,N/A
202,N/A,N/A,rop,N/A,N/A,N/A,N/A,N/A,70.51,44.05,8.79,4.35,19.95,27.34,4.14,8.91,54.87,50330000000.0,57960000000.0,30.86,2.48,10.03,27.09,5780000000.0,3920000000.0,2210000000.0,982600000.0,10.83,12.50,13.20,351500000.0,3.33,8150000000.0,0.78,109.61,2009999999.9999998,1320000000.0,1.07,0.58,95.11,1090000.0,2.2,1.18,1050000.0,N/A
203,N/A,N/A,rost,N/A,N/A,N/A,N/A,N/A,138.48,19.62,1.79,8.32,9.11,12.33,11.06,46.87,53.82,33759999999.999996,34460000000.0,18.73,0.19,1.82,12.79,18920000000.0,5210000000.0,2690000000.0,1720000000.0,4.87,54.10,18.10,4920000000.0,14.1,5620000000.0,1.77,11.63,1740000000.0,951420000.0,1.08,2.00,88.99,5090000.0,1.51,1.71,4500000.0,N/A
204,N/A,N/A,rsg,N/A,N/A,N/A,N/A,N/A,110.05,33.08,3.78,4.71,11.43,18.73,5.46,14.80,35.43,42280000000.0,52090000000.0,28.82,3.56,4.61,16.49,11290000000.0,4650000000.0,3340000000.0,1290000000.0,4.04,33.00,14.80,29000000.0,0.09,9880000000.0,0.71,28.31,2790000000.0,1250000000.0,0.80,0.19,95.83,2320000.0,1.41,1.12,2560000.0,N/A
205,N/A,N/A,rsh,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
206,N/A,N/A,rtn,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
207,N/A,N/A,sai,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
208,N/A,N/A,scg,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
209,N/A,N/A,sfly,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
210,N/A,N/A,shld,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
211,N/A,N/A,shw,N/A,N/A,N/A,N/A,N/A,471.66,37.16,3.47,27.73,9.35,13.34,8.10,61.65,75.98,67569999999.99999,78900000000.0,27.47,3.67,3.96,25.00,19940000000.0,8539999999.999999,3230000000.0,1860000000.0,6.98,25.30,6.10,165700000.0,0.64,11500000000.0,0.88,9.38,2240000000.0,1470000000.0,1.17,8.35,79.32,2550000.0,1.55,1.07,2800000.0,N/A
212,N/A,N/A,sial,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
213,N/A,N/A,sjm,N/A,N/A,N/A,N/A,N/A,54.81,25.41,1.86,1.78,7.31,14.16,4.31,7.00,72.63,14690000000.0,18930000000.0,15.27,4.30,2.40,13.50,7890000000.0,3140000000.0,1580000000.0,576600000.0,5.30,73.30,0.90,284300000.0,2.62,4530000000.0,1.19,76.22,1030000000.0,557830000.0,0.31,4.37,86.18,6010000.0,5.8,6.52,6450000.0,N/A
214,N/A,N/A,slb,N/A,N/A,N/A,N/A,N/A,98.19,32.30,2.65,4.02,8.20,12.06,4.12,13.88,16.38,60240000000.0,71300000000.0,22.99,0.93,3.11,14.17,22930000000.0,3660000000.0,4470000000.0,1880000000.0,1.32,60.70,12.50,3140000000.0,2.24,15010000000.0,1.22,10.69,4650000000.0,2100000000.0,2.04,0.16,78.29,21070000.0,1.11,1.49,21570000.0,N/A
215,N/A,N/A,sna,N/A,N/A,N/A,N/A,N/A,30.00,14.12,2.52,2.69,17.83,24.75,10.69,20.90,85.38,11260000000.0,11730000000.0,14.29,1.82,2.55,9.42,4600000000.0,2380000000.0,1230000000.0,820500000.0,14.92,7.10,2.30,779900000.0,14.59,1260000000.0,3.11,78.27,966600000.0,459360000.0,1.20,1.64,91.24,4400000.0,11.14,9.53,4340000.0,N/A
216,N/A,N/A,sne,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
217,N/A,N/A,spg,N/A,N/A,N/A,N/A,N/A,586.90,20.19,8.87,13.67,43.98,47.14,4.40,63.75,15.57,45370000000.0,70710000000.0,25.45,2.92,13.82,14.59,5110000000.0,4139999999.9999995,3690000000.0,2250000000.0,6.84,85.10,17.30,533940000.00000006,1.62,25830000000.0,0.37,10.10,3640000000.0,1690000000.0,1.52,0.49,90.08,9640000.0,4.19,3.94,10030000.0,N/A
218,N/A,N/A,sre,N/A,N/A,N/A,N/A,N/A,93.33,41.13,4.02,2.07,10.24,21.65,2.51,5.58,41.24,52060000000.0,77060000000.0,19.42,3.01,5.99,23.55,12860000000.0,4710000000.0,4640000000.0,1250000000.0,4.01,33.40,21.20,559000000.0,1.77,25590000000.0,0.44,79.15,3840000000.0,315000000.0,0.62,0.06,88.25,4040000.0,2.2,1.28,4330000.0,N/A
219,N/A,N/A,sti,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
220,N/A,N/A,stx,N/A,N/A,N/A,N/A,N/A,115.21,11.87,1.81,38.97,15.35,17.25,14.06,242.48,52.64,20500000000.0,24830000000.0,9.63,1.02,2.07,9.79,11980000000.0,2920000000.0,2480000000.0,1840000000.0,7.93,78.90,18.80,1540000000.0,7.03,5870000000.0,1.49,2.40,1870000000.0,802880000.0,1.06,0.40,84.60,6470000.0,2.96,3.72,6660000.0,N/A
221,N/A,N/A,swy,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
222,N/A,N/A,syk,N/A,N/A,N/A,N/A,N/A,86.72,52.39,6.10,6.93,11.65,21.36,6.62,14.26,45.38,103100000000.0,112560000000.0,27.86,2.58,6.58,30.61,17110000000.0,11260000000.0,4650000000.0,1990000000.0,5.21,16.50,10.30,3020000000.0,12900000000.0,12900000000.0,2.20,39.41,3260000000.0,2650000000.0,0.99,7.10,76.39,4850000.0,3.12,1.38,4550000.0,N/A
223,N/A,N/A,symc,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
224,N/A,N/A,syy,N/A,N/A,N/A,N/A,N/A,944.61,54.67,0.70,34.53,1.29,3.38,5.84,57.83,118.68,42170000000.0,52640000000.0,19.38,0.59,0.87,18.89,60740000000.0,9360000000.0,2800000000.0,785470000.0,1.52,148.80,41.20,1370000000.0,2.71,11840000000.0,1.33,2.41,1340000000.0,493260000.0,1.27,0.10,83.51,13250000.0,4.6,2.61,11620000.0,N/A
225,N/A,N/A,tdc,N/A,N/A,N/A,N/A,N/A,126.96,38.97,2.98,11.52,7.67,12.52,6.88,34.19,17.65,5300000000.0,5280000000.0,27.17,3.54,2.75,14.39,1920000000.0,1200000000.0,383000000.0,147000000.0,1.30,560.00,3.30,592000000.0,5.58,584000000.0,1.07,4.29,463000000.0,402750000.0,1.04,1.18,104.25,11510000.0,13.38,14.63,12470000.0,N/A
226,N/A,N/A,tel,N/A,N/A,N/A,N/A,N/A,36.39,18.60,2.99,4.05,16.07,18.34,8.37,23.19,46.26,44580000000.0,47600000000.0,19.34,2.01,3.13,13.78,15220000000.0,4890000000.0,3570000000.0,2450000000.0,7.36,48.60,8.40,990000000.0,3.04,4050000000.0,1.70,33.78,2570000000.0,1400000000.0,1.35,0.21,93.95,3620000.0,1.76,1.11,4550000.0,N/A
227,N/A,N/A,ter,N/A,N/A,N/A,N/A,N/A,7.20,22.67,6.22,7.94,27.40,32.30,20.04,42.54,22.45,20360000000.0,19180000000.0,26.18,2.43,5.18,14.71,3700000000.0,2210000000.0,1320000000.0,1010000000.0,5.53,14.10,16.60,1370000000.0,8.41,184580000.0,3.20,15.79,1100000000.0,663340000.0,1.50,0.35,101.12,3740000.0,2.21,2.62,5780000.0,N/A
228,N/A,N/A,tgt,N/A,N/A,N/A,N/A,N/A,128.38,15.81,1.04,8.04,6.55,8.55,10.78,50.95,217.18,103090000000.0,113570000000.0,15.27,1.71,1.07,9.49,106000000000.0,31040000000.0,11700000000.0,6950000000.0,14.10,11.90,9.40,5930000000.0,12.82,16469999999.999998,0.99,27.22,8630000000.0,3890000000.0,1.06,0.18,83.92,14260000.0,2.94,3.09,9590000.0,N/A
229,N/A,N/A,thc,N/A,N/A,N/A,N/A,N/A,393.96,10.76,0.51,9.64,4.69,13.15,5.86,41.34,182.39,9910000000.0,23190000000.0,13.35,1.92,1.19,6.33,19480000000.0,7270000000.0,3420000000.0,915000000.0,8.42,39.90,1.20,2360000000.0,22.01,16770000000.0,1.38,9.59,1570000000.0,1560000000.0,2.45,1.33,96.00,4910000.0,4.21,7.39,4540000.0,N/A
230,N/A,N/A,tif,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
231,N/A,N/A,tjx,N/A,N/A,N/A,N/A,N/A,208.35,23.82,1.61,12.78,6.76,9.79,10.03,55.47,39.94,76710000000.0,82990000000.0,19.96,0.16,1.71,15.42,48550000000.0,13840000000.0,5620000000.0,3280000000.0,2.70,188.80,26.60,6230000000.0,5.17,12510000000.0,1.27,4.98,3060000000.0,1670000000.0,0.98,0.07,91.99,8500000.0,1.04,0.71,7800000.0,N/A
232,N/A,N/A,tmk,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
233,N/A,N/A,tmo,N/A,N/A,N/A,N/A,N/A,88.68,30.47,6.00,5.69,19.70,26.08,7.79,20.47,99.52,231930000000.0,262320000000.0,26.39,7.30,6.69,21.92,39210000000.0,19640000000.0,12820000000.0,7730000000.0,19.46,33.60,1.40,4480000000.0,11.44,36340000000.0,1.50,103.42,9310000000.0,5490000000.0,0.82,0.22,90.67,2690000.0,1.72,0.69,2590000.0,N/A
234,N/A,N/A,trow,N/A,N/A,N/A,N/A,N/A,3.54,11.81,4.62,3.91,40.18,48.77,20.19,31.74,33.86,35310000000.0,34040000000.0,11.93,3.13,4.44,8.69,7670000000.0,4680000000.0,3950000000.0,13.12,13.12,5.50,13.20,1520000000.0,6.68,362700000.0,1.57,39.37,3450000000.0,2750000000.0,1.29,1.92,73.84,11490000.0,6.6,5.13,10960000.0,N/A
235,N/A,N/A,tsla,N/A,N/A,N/A,N/A,N/A,28.19,224.40,23.06,37.64,10.25,12.12,7.14,20.43,54.59,778580000000.0,773490000000.0,111.11,3.25,20.95,117.15,53820000000.0,13610000000.0,9330000000.0,5520000000.0,4.90,759.60,64.90,17710000000.0,17.13,8900000000.0,1.38,29.23,11500000000.0,4630000000.0,2.05,18.38,42.68,25150000.0,1.02,2.97,24330000.0,N/A
236,N/A,N/A,tsn,N/A,N/A,N/A,N/A,N/A,50.50,8.77,0.65,1.75,7.47,11.12,9.52,21.64,136.52,32189999999.999996,38600000000.0,10.96,2.98,0.78,5.97,49520000000.0,6860000000.0,6700000000.0,3700000000.0,10.13,140.00,23.60,2960000000.0,8.15,9360000000.0,1.68,50.77,3890000000.0,2780000000.0,0.78,2.15,85.29,6690000.0,2.07,2.61,3820000.0,N/A
237,N/A,N/A,tso,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
238,N/A,N/A,tss,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
239,N/A,N/A,txn,N/A,N/A,N/A,N/A,N/A,61.55,23.12,9.75,13.22,42.35,49.18,25.62,69.00,19.87,176280000000.0,174660000000.0,20.79,2.51,9.52,17.37,18340000000.0,12380000000.0,9920000000.0,7740000000.0,8.26,26.70,18.50,9740000000.0,10.55,8210000000.000001,5.33,14.43,8760000000.0,4190000000.0000005,0.93,0.20,86.25,14410000.0,2.38,1.56,16030000.000000002,N/A
240,N/A,N/A,txt,N/A,N/A,N/A,N/A,N/A,60.87,23.03,1.39,2.41,6.02,7.11,3.52,11.80,55.25,16440000000.000002,18090000000.0,17.15,1.07,1.46,12.88,12380000000.0,1940000000.0,1270000000.0,747000000.0,3.30,12.30,9.40,1920000000.0,8.87,4150000000.0000005,2.37,31.42,1600000000.0,1300000000.0,1.72,0.33,87.42,5320000.0,4.06,3.37,4870000.0,N/A
241,N/A,N/A,unh,N/A,N/A,N/A,N/A,N/A,65.74,28.25,1.71,6.70,6.01,8.34,7.32,24.12,304.98,480550000000.0,502640000000.0,23.70,1.86,1.76,18.57,287600000000.0,69650000000.0,26150000000.0,17280000000.0,18.08,84.00,12.60,23910000000.0,25.41,50280000000.0,0.73,76.26,22340000000.0,18380000000.0,0.87,0.55,89.50,6620000.0,2.06,0.71,5800000.0,N/A
242,N/A,N/A,unp,N/A,N/A,N/A,N/A,N/A,222.36,27.50,8.22,12.31,29.92,42.94,9.29,41.92,33.35,174260000000.0,204740000000.0,23.58,2.61,9.39,17.29,21800000000.0,12750000000.0,11570000000.0,6520000000.0,9.95,24.00,11.50,1010000000.0,1.58,31490000000.0,0.62,22.17,9030000000.0,4760000000.0,1.17,0.23,81.01,9880000.0,2.36,1.55,7130000.0,N/A
243,N/A,N/A,urbn,N/A,N/A,N/A,N/A,N/A,68.02,8.58,0.59,1.48,6.83,8.98,6.96,19.27,46.40,2590000000.0,3330000000.0,9.51,0.05,0.73,6.48,4550000000.0,1490000000.0,514240000.0,310620000.0,3.13,43.30,22.40,446000000.0,4.62,1190000000.0,1.31,18.10,359320000.0,31320000.0,1.53,39.74,72.55,9460000.0,4.11,13.55,8160000.0,N/A
244,N/A,N/A,utx,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
245,N/A,N/A,v,N/A,N/A,N/A,N/A,N/A,57.80,37.77,19.50,14.42,51.59,66.45,13.03,35.58,12.01,494000000000.0,502000000000.0,31.95,1.68,19.70,27.09,25480000000.0,23380000000.0,17740000000.0,12840000000.0,6.04,26.60,24.10,15920000000.0,7.59,20920000000.0,1.39,15.82,15950000000.0,12080000000.0,0.92,0.14,96.00,27480000.0,2.99,1.66,26550000.0,N/A
246,N/A,N/A,var,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
247,N/A,N/A,vfc,N/A,N/A,N/A,N/A,N/A,173.71,19.55,2.02,6.35,12.03,13.79,7.33,35.27,29.66,23190000000.0,28200000000.0,16.21,0.50,2.43,15.26,11600000000.0,4910000000.0,1860000000.0,1200000000.0,3.55,49.10,22.00,1330000000.0,3.43,6350000000.0,1.43,9.40,968550000.0,1500000000.0,1.51,5.43,88.37,13440000.0,3.87,3.86,13100000.0,N/A
248,N/A,N/A,viab,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
249,N/A,N/A,vmc,N/A,N/A,N/A,N/A,N/A,71.07,37.89,4.60,3.88,12.08,16.98,4.64,10.70,41.81,25430000000.0,29710000000.0,30.77,1.27,5.35,19.99,5550000000.0,1370000000.0,1410000000.0,674100000.0,5.03,20.40,36.70,235000000.0,1.77,4670000000.0,2.20,49.32,1010000000.0,358850000.0,0.70,0.21,90.89,1580000.0,1.72,1.34,1470000.0,N/A
250,N/A,N/A,vprt,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
251,N/A,N/A,vz,N/A,N/A,N/A,N/A,N/A,215.07,9.63,1.59,2.63,16.51,21.78,5.32,29.67,32.21,215250000000.0,390260000000.0,9.43,3.34,2.92,7.95,133610000000.00002,77310000000.0,45300000000.0,22070000000.0,5.32,0.50,1.80,2920000000.0,0.7,178940000000.0,0.78,19.48,39540000000.0,30750000000.0,0.38,0.02,65.39,45660000.0,1.97,1.09,54430000.0,N/A
252,N/A,N/A,wat,N/A,N/A,N/A,N/A,N/A,437.15,29.26,7.28,53.81,24.87,29.68,17.41,231.06,45.24,19780000000.0,20810000000.0,27.40,3.01,7.47,21.17,2790000000.0,1630000000.0,958430000.0,692840000.0,11.17,0.90,6.30,569280000.0,9.41,1610000000.0,2.39,6.05,747270000.0,405570000.0,0.90,0.63,92.36,5.9,5.9,3.74,2230000.0,N/A
253,N/A,N/A,wdc,N/A,N/A,N/A,N/A,N/A,64.00,8.13,0.86,1.35,10.52,12.52,5.75,18.25,61.40,16239999999.999998,21010000000.0,5.49,0.34,1.11,6.00,18940000000.0,4450000000.0,3360000000.0,1990000000.0,6.35,809.70,22.60,2530000000.0,8.09,7690000000.0,1.93,38.40,2300000000.0,1130000000.0,1.59,0.20,83.47,6830000.0,1.89,2.44,6750000.0,N/A
254,N/A,N/A,wec,N/A,N/A,N/A,N/A,N/A,140.58,24.13,3.77,2.87,15.64,21.49,2.94,11.91,26.37,31280000000.0,46890000000.0,22.99,3.36,5.64,15.40,8320000000.0,2860000000.0,2860000000.0,1300000000.0,4.11,6.20,13.90,16300000.0,0.05,15620000000.0,0.71,34.60,2029999999.9999998,818950000.0,0.27,0.12,74.70,2450000.0,1.34,0.89,2650000.0,N/A
255,N/A,N/A,win,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
256,N/A,N/A,wm,N/A,N/A,N/A,N/A,N/A,195.45,36.77,3.72,9.18,10.13,16.49,6.32,24.92,42.65,65400000000.00001,78690000000.0,28.99,2.70,4.39,16.70,17930000000.0,6820000000.0,4960000000.0,1820000000.0,4.29,15.50,15.00,118000000.0,0.28,13930000000.0,0.75,17.12,4340000000.0,2230000000.0,0.86,0.16,84.03,4580000.0,2.06,1.11,5160000.0,N/A
257,N/A,N/A,wmb,N/A,N/A,N/A,N/A,N/A,169.06,26.97,3.83,3.57,14.08,24.51,3.60,10.89,8.87,40710000000.0,62760000000.0,24.51,2.33,5.91,12.32,10780000000.0,5200000000.0,4480000000.0,1510000000.0,1.24,436.20,41.60,1680000000.0,1.38,23840000000.0,0.92,9.37,3940000000.0,1530000000.0,1.29,0.29,87.74,19250000.0,1.87,1.58,26660000.0,N/A
258,N/A,N/A,wpx,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
259,N/A,N/A,wu,N/A,N/A,N/A,N/A,N/A,903.09,9.85,1.56,21.47,15.89,21.95,7.60,297.23,12.47,7630000000.0,9430000000.0,9.90,2.63,1.86,7.55,5070000000.0,2170000000.0,1320000000.0,805800000.0,1.97,4.70,1.00,1210000000.0,3.07,3210000000.0,0.53,0.90,1050000000.0,899090000.0,0.91,0.71,104.45,39360000.0,6.51,13.35,39100000.0,N/A
260,N/A,N/A,xel,N/A,N/A,N/A,N/A,N/A,158.90,24.27,2.89,2.50,11.89,15.98,2.40,10.58,24.92,39090000000.0,63660000000.0,22.78,3.54,4.74,13.93,13430000000.0,5210000000.0,4400000000.0,1600000000.0,2.96,9.40,13.80,212000000.0,0.39,24810000000.0,0.84,28.70,2190000000.0,1830000000.0,0.35,0.25,77.49,5030000.0,1.29,0.93,5120000.0,N/A
261,N/A,N/A,xlnx,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
262,N/A,N/A,xray,N/A,N/A,N/A,N/A,N/A,45.59,26.04,2.58,2.15,9.90,15.06,4.31,8.41,19.46,10820000000.0,12770000000.0,15.95,18.91,3.00,13.30,4250000000.0,2360000000.0,986000000.0,421000000.0,1.91,3.00,0.60,366000000.0,1.68,2300000000.0,1.55,23.19,657000000.0,451620000.0,0.89,0.37,98.38,3420000.0,1.18,1.77,3560000.0,N/A
263,N/A,N/A,xyl,N/A,N/A,N/A,N/A,N/A,85.31,37.99,3.12,4.99,8.22,11.20,4.27,13.77,28.82,16059999999.999998,17220000000.0,34.36,2.51,3.31,20.70,5190000000.0,1980000000.0,827000000.0,427000000.0,2.35,23.60,3.60,1350000000.0,7.5,2750000000.0,2.27,17.84,538000000.0,252250000.0,1.13,0.94,91.22,4260000.0,2.94,3.01,4190000.0000000005,N/A
264,N/A,N/A,zmh,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
